awardYear,category,categoryFullName,sortOrder,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$10,000,000","$10,958,504",,received,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2009,837,Jack W. Szostak,Jack W. Szostak,Jack W.,Szostak,Jack W. Szostak,,male,http://masterdataapi.nobelprize.org/2/laureate/837,"November 9, 1952",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Harvard Medical School, Boston, MA, USA","Massachusetts General Hospital, Boston, MA, USA","Howard Hughes Medical Institute, N/A",
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,"$8,000,000","$8,365,867","October 14, 2013",received,for their empirical analysis of asset prices,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,895,Lars Peter Hansen,Lars Peter Hansen,Lars Peter,Hansen,Lars Peter Hansen,,male,http://masterdataapi.nobelprize.org/2/laureate/895,"October 26, 1952","Urbana, IL","Urbana, IL",North America,USA,USA,"Urbana, IL, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of Chicago, Chicago, IL, USA",,,
2006,Literature,The Nobel Prize in Literature,1,"$10,000,000","$11,552,680","October 12, 2006",received,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2006,808,Orhan Pamuk,Orhan Pamuk,Orhan,Pamuk,Orhan Pamuk,,male,http://masterdataapi.nobelprize.org/2/laureate/808,"June 7, 1952",Istanbul,Istanbul,Asia,Turkey,Turkey,"Istanbul, Turkey",,,,,,,,,,,,,,,,,,Individual,Turkey,,,,,
2008,Chemistry,The Nobel Prize in Chemistry,3,"$10,000,000","$10,926,573","October 8, 2008",received,"for the discovery and development of the green fluorescent protein, GFP",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2008,831,Roger Y. Tsien,Roger Y. Tsien,Roger Y.,Tsien,Roger Y. Tsien,,male,http://masterdataapi.nobelprize.org/2/laureate/831,"February 1, 1952","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","August 24, 2016","Eugene, OR","Eugene, OR",North America,USA,USA,"Eugene, OR, USA",,,,,,,,,,,Individual,,,"University of California, San Diego, CA, USA","Howard Hughes Medical Institute, N/A",,
2012,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$8,000,000","$8,361,204","October 15, 2012",received,for the theory of stable allocations and the practice of market design,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,882,Alvin E. Roth,Alvin E. Roth,Alvin E.,Roth,Alvin E. Roth,,male,http://masterdataapi.nobelprize.org/2/laureate/882,"December 18, 1951","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA","Harvard Business School, Boston, MA, USA",,
2005,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$10,000,000","$11,711,430","October 3, 2005",received,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2005,789,Barry J. Marshall,Barry J. Marshall,Barry J.,Marshall,Barry J. Marshall,,male,http://masterdataapi.nobelprize.org/2/laureate/789,"September 30, 1951",Kalgoorlie,Kalgoorlie,Oceania,Australia,Australia,"Kalgoorlie, Australia",,,,,,,,,,,,,,,,,,Individual,,,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre, Nedlands, Australia","University of Western Australia, Perth, Australia",,
2016,Physics,The Nobel Prize in Physics,2,"$8,000,000","$8,301,051","October 4, 2016",received,for theoretical discoveries of topological phase transitions and topological phases of matter,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2016,929,F. Duncan M. Haldane,F. Duncan M. Haldane,F. Duncan M.,Haldane,F. Duncan M. Haldane,,male,http://masterdataapi.nobelprize.org/2/laureate/929,"September 14, 1951",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Princeton University, Princeton, NJ, USA",,,
2016,Peace,The Nobel Peace Prize,1,"$8,000,000","$8,301,051","October 7, 2016",received,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2016,934,Juan Manuel Santos,Juan Manuel Santos,Juan Manuel,Santos,Juan Manuel Santos,,male,http://masterdataapi.nobelprize.org/2/laureate/934,"August 10, 1951",Bogotá,Bogotá,South America,Colombia,Colombia,"Bogotá, Colombia",,,,,,,,,,,,,,,,,,Individual,,,,,,
2016,Chemistry,The Nobel Prize in Chemistry,3,"$8,000,000","$8,301,051","October 5, 2016",received,for the design and synthesis of molecular machines,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2016,933,Bernard L. Feringa,Bernard L. Feringa,Bernard L.,Feringa,Bernard L. Feringa,,male,http://masterdataapi.nobelprize.org/2/laureate/933,"May 18, 1951",Barger-Compascuum,Barger-Compascuum,Europe,the Netherlands,the Netherlands,"Barger-Compascuum, the Netherlands",,,,,,,,,,,,,,,,,,Individual,,,"University of Groningen, Groningen, the Netherlands",,,
2004,Physics,The Nobel Prize in Physics,3,"$10,000,000","$11,762,861","October 5, 2004",received,for the discovery of asymptotic freedom in the theory of the strong interaction,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,778,Frank Wilczek,Frank Wilczek,Frank,Wilczek,Frank Wilczek,,male,http://masterdataapi.nobelprize.org/2/laureate/778,"May 15, 1951","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
2018,Chemistry,The Nobel Prize in Chemistry,3,"$9,000,000","$9,000,000","October 3, 2018",received,for the phage display of peptides and antibodies,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2018,965,Sir Gregory P. Winter,Sir Gregory P. Winter,Sir Gregory P.,Winter,Sir Gregory P. Winter,,male,http://masterdataapi.nobelprize.org/2/laureate/965,"April 14, 1951",Leicester,Leicester,Europe,United Kingdom,United Kingdom,"Leicester, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,3,"$10,000,000","$11,301,989","October 15, 2007",received,for having laid the foundations of mechanism design theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,822,Roger B. Myerson,Roger B. Myerson,Roger B.,Myerson,Roger B. Myerson,,male,http://masterdataapi.nobelprize.org/2/laureate/822,"March 29, 1951","Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of Chicago, Chicago, IL, USA",,,
2001,Physics,The Nobel Prize in Physics,3,"$10,000,000","$12,295,082","October 9, 2001",received,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2001,740,Carl Wieman,Carl Wieman,Carl,Wieman,Carl E. Wieman,,male,http://masterdataapi.nobelprize.org/2/laureate/740,"March 26, 1951","Corvallis, OR","Corvallis, OR",North America,USA,USA,"Corvallis, OR, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of Colorado, JILA, Boulder, CO, USA",,,
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,"$10,000,000","$11,301,989","October 15, 2007",received,for having laid the foundations of mechanism design theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,821,Eric S. Maskin,Eric S. Maskin,Eric S.,Maskin,Eric S. Maskin,,male,http://masterdataapi.nobelprize.org/2/laureate/821,"December 12, 1950","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Institute for Advanced Study, Princeton, NJ, USA",,,
1993,Physics,The Nobel Prize in Physics,1,"$6,700,000","$9,044,276","October 13, 1993",received,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1993,143,Russell A. Hulse,Russell A. Hulse,Russell A.,Hulse,Russell A. Hulse,,male,http://masterdataapi.nobelprize.org/2/laureate/143,"November 28, 1950","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Princeton University, Princeton, NJ, USA",,,
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$8,000,000","$8,365,867",,received,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,884,James E. Rothman,James E. Rothman,James E.,Rothman,James E. Rothman,,male,http://masterdataapi.nobelprize.org/2/laureate/884,"November 3, 1950","Haverhill, MA","Haverhill, MA",North America,USA,USA,"Haverhill, MA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Yale University, New Haven, CT, USA",,,
1998,Physics,The Nobel Prize in Physics,1,"$7,600,000","$9,713,701","October 13, 1998",received,for their discovery of a new form of quantum fluid with fractionally charged excitations,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1998,155,Robert B. Laughlin,Robert B. Laughlin,Robert B.,Laughlin,Robert B. Laughlin,,male,http://masterdataapi.nobelprize.org/2/laureate/155,"November 1, 1950","Visalia, CA","Visalia, CA",North America,USA,USA,"Visalia, CA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA",,,
1997,Peace,The Nobel Peace Prize,2,"$7,500,000","$9,572,839","October 10, 1997",received,for their work for the banning and clearing of anti-personnel mines,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1997,565,Jody Williams,Jody Williams,Jody,Williams,Jody Williams,,female,http://masterdataapi.nobelprize.org/2/laureate/565,"October 9, 1950","Putney, VT","Putney, VT",North America,USA,USA,"Putney, VT, USA",,,,,,,,,,,,,,,,,,Individual,"Putney, VT, USA",,,,,
1987,Physics,The Nobel Prize in Physics,1,"$2,175,000","$4,274,764","October 14, 1987",received,for their important break-through in the discovery of superconductivity in ceramic materials,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1987,130,J. Georg Bednorz,J. Georg Bednorz,J. Georg,Bednorz,J. Georg Bednorz,,male,http://masterdataapi.nobelprize.org/2/laureate/130,"May 16, 1950",Neuenkirchen,Neuenkirchen,Europe,West Germany,Germany,"Neuenkirchen, West Germany (now Germany)",,,,,,,,,,,,,,,,,,Individual,,,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",,,
1996,Peace,The Nobel Peace Prize,2,"$7,400,000","$9,490,424","October 11, 1996",received,for their work towards a just and peaceful solution to the conflict in East Timor,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1996,563,José Ramos-Horta,José Ramos-Horta,José,Ramos-Horta,José Ramos-Horta,,male,http://masterdataapi.nobelprize.org/2/laureate/563,"December 26, 1949",Dili,Dili,Oceania,East Timor,East Timor,"Dili, East Timor",,,,,,,,,,,,,,,,,,Individual,East Timor,,,,,
2004,Physics,The Nobel Prize in Physics,2,"$10,000,000","$11,762,861","October 5, 2004",received,for the discovery of asymptotic freedom in the theory of the strong interaction,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,777,H. David Politzer,H. David Politzer,H. David,Politzer,H. David Politzer,,male,http://masterdataapi.nobelprize.org/2/laureate/777,"August 31, 1949","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
2016,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,"$8,000,000","$8,301,051","October 10, 2016",received,for their contributions to contract theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2016,936,Bengt Holmström,Bengt Holmström,Bengt,Holmström,Bengt Holmström,,male,http://masterdataapi.nobelprize.org/2/laureate/936,"April 18, 1949",Helsinki,Helsinki,Europe,Finland,Finland,"Helsinki, Finland",,,,,,,,,,,,,,,,,,Individual,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
1998,Physics,The Nobel Prize in Physics,2,"$7,600,000","$9,713,701","October 13, 1998",received,for their discovery of a new form of quantum fluid with fractionally charged excitations,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1998,156,Horst L. Störmer,Horst L. Störmer,Horst L.,Störmer,Horst L. Störmer,,male,http://masterdataapi.nobelprize.org/2/laureate/156,"April 6, 1949",Frankfurt-on-the-Main,Frankfurt-on-the-Main,Europe,West Germany,Germany,"Frankfurt-on-the-Main, West Germany (now Germany)",,,,,,,,,,,,,,,,,,Individual,,,"Columbia University, New York, NY, USA",,,
2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$9,000,000","$9,176,183",,received,for their discoveries of molecular mechanisms controlling the circadian rhythm,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2017,940,Michael W. Young,Michael W. Young,Michael W.,Young,Michael W. Young,,male,http://masterdataapi.nobelprize.org/2/laureate/940,"March 28, 1949","Miami, FL","Miami, FL",North America,USA,USA,"Miami, FL, USA",,,,,,,,,,,,,,,,,,Individual,,,"Rockefeller University, New York, NY, USA",,,
2003,Chemistry,The Nobel Prize in Chemistry,1,"$10,000,000","$11,807,305","October 8, 2003",received,for the discovery of water channels,for discoveries concerning channels in cell membranes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2003,769,Peter Agre,Peter Agre,Peter,Agre,Peter Agre,,male,http://masterdataapi.nobelprize.org/2/laureate/769,"January 30, 1949","Northfield, MN","Northfield, MN",North America,USA,USA,"Northfield, MN, USA",,,,,,,,,,,,,,,,,,Individual,,,"Johns Hopkins University School of Medicine, Baltimore, MD, USA",,,
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$10,000,000","$12,295,082","October 8, 2001",received,for their discoveries of key regulators of the cell cycle,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2001,737,Sir Paul Nurse,Sir Paul Nurse,Sir Paul,Nurse,Sir Paul M. Nurse,,male,http://masterdataapi.nobelprize.org/2/laureate/737,"January 25, 1949",Norwich,Norwich,Europe,United Kingdom,United Kingdom,"Norwich, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Imperial Cancer Research Fund, London, United Kingdom",,,
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$8,000,000","$8,365,867",,received,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,885,Randy W. Schekman,Randy W. Schekman,Randy W.,Schekman,Randy W. Schekman,,male,http://masterdataapi.nobelprize.org/2/laureate/885,"December 30, 1948","St. Paul, MN","St. Paul, MN",North America,USA,USA,"St. Paul, MN, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of California, Berkeley, CA, USA","Howard Hughes Medical Institute, N/A",,
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$10,000,000","$10,958,504",,received,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2009,835,Elizabeth H. Blackburn,Elizabeth H. Blackburn,Elizabeth H.,Blackburn,Elizabeth H. Blackburn,,female,http://masterdataapi.nobelprize.org/2/laureate/835,"November 26, 1948","Hobart, Tasmania","Hobart, Tasmania",Oceania,Australia,Australia,"Hobart, Tasmania, Australia",,,,,,,,,,,,,,,,,,Individual,,,"University of California, San Francisco, CA, USA",,,
1997,Physics,The Nobel Prize in Physics,3,"$7,500,000","$9,572,839","October 15, 1997",received,for development of methods to cool and trap atoms with laser light,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1997,154,William D. Phillips,William D. Phillips,William D.,Phillips,William D. Phillips,,male,http://masterdataapi.nobelprize.org/2/laureate/154,"November 5, 1948","Wilkes-Barre, PA","Wilkes-Barre, PA",North America,USA,USA,"Wilkes-Barre, PA, USA",,,,,,,,,,,,,,,,,,Individual,,,"National Institute of Standards and Technology, Gaithersburg, MD, USA",,,
2016,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$8,000,000","$8,301,051","October 10, 2016",received,for their contributions to contract theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2016,935,Oliver Hart,Oliver Hart,Oliver,Hart,Oliver Hart,,male,http://masterdataapi.nobelprize.org/2/laureate/935,"October 9, 1948",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$9,000,000","$9,000,000",,received,for their discovery of cancer therapy by inhibition of negative immune regulation,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2018,958,James P. Allison,James P. Allison,James P.,Allison,James P. Allison,,male,http://masterdataapi.nobelprize.org/2/laureate/958,"August 7, 1948","Alice, TX","Alice, TX",North America,USA,USA,"Alice, TX, USA",,,,,,,,,,,,,,,,,,Individual,,,"Parker Institute for Cancer Immunotherapy, San Francisco, CA, USA","University of Texas MD Anderson Cancer Center, Houston, TX, USA",,
1988,Chemistry,The Nobel Prize in Chemistry,3,"$2,500,000","$4,645,689","October 19, 1988",received,for the determination of the three-dimensional structure of a photosynthetic reaction centre,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1988,272,Hartmut Michel,Hartmut Michel,Hartmut,Michel,Hartmut Michel,,male,http://masterdataapi.nobelprize.org/2/laureate/272,"July 18, 1948",Ludwigsburg,Ludwigsburg,Europe,West Germany,Germany,"Ludwigsburg, West Germany (now Germany)",,,,,,,,,,,,,,,,,,Individual,,,"Max-Planck-Institut für Biophysik, Frankfurt-on-the-Main, Germany",,,
